title,link,published,category
Путин увеличил штатную численность ФССП,https://www.vedomosti.ru/society/news/2022/12/26/957110-putin-uvelichil-fssp,"Mon, 26 Dec 2022 16:09:07 +0300",Общество
В Днепре демонтировали памятники Горькому и Чкалову,https://www.vedomosti.ru/society/news/2022/12/26/957106-v-dnepre-demontirovali-pamyatniki-gorkomu-i-chkalovu,"Mon, 26 Dec 2022 15:43:23 +0300",Общество
Наземное метро МЦД-3 и МЦД-4 могут запустить в августе и сентябре 2023 года,https://www.vedomosti.ru/society/news/2022/12/26/957107-nazemnoe-metro-mtsd-3-i-mtsd-4,"Mon, 26 Dec 2022 15:40:55 +0300",Общество
В России в этом году побывали около 190 000 иностранных туристов,https://www.vedomosti.ru/business/news/2022/12/26/957105-v-rossii-v-etom-godu-pobivali-okolo-190-000-inostrannih-turistov,"Mon, 26 Dec 2022 15:33:09 +0300",Бизнес
Минэкономики Армении призвало сохранить россиян в стране как можно дольше,https://www.vedomosti.ru/economics/news/2022/12/26/957101-minekonomiki-armenii-prizvalo-sohranit-rossiyan,"Mon, 26 Dec 2022 15:15:48 +0300",Экономика
В Чечне опровергли информацию о задержании представителя Кадырова в Симферополе,https://www.vedomosti.ru/society/news/2022/12/26/957103-v-chechne-oprovergli-informatsiyu-o-zaderzhanii-predstavitelya-kadirova,"Mon, 26 Dec 2022 15:12:57 +0300",Общество
«АвтоВАЗ» вывел электрическую Lada Largus на испытания,https://www.vedomosti.ru/auto/news/2022/12/26/957092-avtovaz-vivel-elektricheskuyu-lada-largus,"Mon, 26 Dec 2022 15:12:15 +0300",Транспорт
МВД России объявило в розыск журналиста Христо Грозева,https://www.vedomosti.ru/society/news/2022/12/26/957100-mvd-obyavilo-v-rozisk-grozeva,"Mon, 26 Dec 2022 14:56:46 +0300",Общество
Минобороны сообщило об уничтожении в ДНР американской гаубицы M777,https://www.vedomosti.ru/politics/news/2022/12/26/957095-minoboroni-soobschilo-ob-unichtozhenii,"Mon, 26 Dec 2022 14:51:46 +0300",Политика
ФСБ сообщила о ликвидации группы украинских диверсантов на границе РФ,https://www.vedomosti.ru/politics/news/2022/12/26/957094-fsb-likvidatsii-gruppi-ukrainskih-diversantov,"Mon, 26 Dec 2022 14:44:28 +0300",Политика
МВД объявило в розыск Дмитрия Давыдова,https://www.vedomosti.ru/society/news/2022/12/26/957090-mvd-rozisk-dmitriya-davidova,"Mon, 26 Dec 2022 14:30:30 +0300",Общество
"Акционеры «Роснефти» одобрили промежуточные дивиденды в размере 20,39 рубля на акцию",https://www.vedomosti.ru/finance/news/2022/12/26/957087-aktsioneri-rosnefti-odobrili-dividendi,"Mon, 26 Dec 2022 14:25:18 +0300",Финансы
Лавров заявил о нежелании Запада и Киева идти на компромиссы,https://www.vedomosti.ru/politics/news/2022/12/26/957088-lavrov-zayavil-o-nezhelanii,"Mon, 26 Dec 2022 14:21:23 +0300",Политика
Лавров допустил скорое сокращение возможностей Запада «рулить» в мировой экономике,https://www.vedomosti.ru/politics/news/2022/12/26/957079-lavrov-dopustil-sokraschenie,"Mon, 26 Dec 2022 14:18:01 +0300",Политика
Суд приговорил к 16 годам убийцу «вора в законе» в фитнес-клубе Москвы,https://www.vedomosti.ru/society/news/2022/12/26/957082-sud-prigovoril-k-16-godam-ubiitsu-v-fitnes-klube,"Mon, 26 Dec 2022 14:00:46 +0300",Общество
ОДК начала летные испытания двигателя для пассажирского SSJ New,https://www.vedomosti.ru/business/news/2022/12/26/957081-odk-nachala-letnie-ispitaniya-dvigatelya-pd-8,"Mon, 26 Dec 2022 13:53:28 +0300",Бизнес
Песков: Путин не будет поздравлять Байдена с Новым годом,https://www.vedomosti.ru/politics/news/2022/12/26/957074-peskov-baidena-novim-godom,"Mon, 26 Dec 2022 13:34:09 +0300",Политика
Лавров обвинил Белый дом в стремлениях к «концу истории» по Фукуяме,https://www.vedomosti.ru/politics/news/2022/12/26/957068-lavrov-obvinil-belii-dom,"Mon, 26 Dec 2022 13:26:48 +0300",Политика
Южнокорейские военные заявили о вторжении пяти беспилотников из КНДР,https://www.vedomosti.ru/politics/news/2022/12/26/957065-yuzhnokoreiskie-voennie-zayavili-o-pyati-vtorgshihsya,"Mon, 26 Dec 2022 13:18:10 +0300",Политика
Песков сообщил об отсутствии планов у Путина звонить Макрону,https://www.vedomosti.ru/politics/news/2022/12/26/957067-peskov-putina-makronu,"Mon, 26 Dec 2022 13:09:09 +0300",Политика
ЦБ объяснил декабрьское ослабление рубля,https://www.vedomosti.ru/economics/news/2022/12/26/957063-tsb-obyasnil-dekabrskoe-oslablenie-rublya,"Mon, 26 Dec 2022 12:51:20 +0300",Экономика
"Встречи Путина, Алиева и Пашиняна на саммите СНГ не будет",https://www.vedomosti.ru/politics/news/2022/12/26/957061-kremle-putina-alieva-pashinyana,"Mon, 26 Dec 2022 12:42:21 +0300",Политика
В Кремле сообщили о подготовке к переговорам между Путиным и Си Цзиньпином,https://www.vedomosti.ru/politics/news/2022/12/26/957052-o-podgotovke-k-peregovoram-mezhdu-putinim-i-si,"Mon, 26 Dec 2022 12:34:44 +0300",Политика
МИД Ирана назвал угрозы со стороны Украины безответственными,https://www.vedomosti.ru/politics/news/2022/12/26/957050-mid-irana-nazval-ugrozi-ukraini-bezotvetstvennimi,"Mon, 26 Dec 2022 12:28:50 +0300",Политика
ФАС одобрила покупку владельцем «Вкусно — и точка» логистического партнера McDonald’s,https://www.vedomosti.ru/business/news/2022/12/26/957049-fas-odobrila-pokupku-vladeltsem-vkusno-i-tochka-partnera-mcdonalds,"Mon, 26 Dec 2022 12:26:32 +0300",Бизнес
В Херсонской области сообщили о возвращении части жителей на левый берег,https://www.vedomosti.ru/politics/news/2022/12/26/957048-hersonskoi-oblasti-vozvraschenii-chasti-zhitelei,"Mon, 26 Dec 2022 12:16:43 +0300",Политика
Новогодние каникулы в России продлятся с 31 декабря по 8 января,https://www.vedomosti.ru/society/news/2022/12/26/957039-novogodnie-kanikuli-v-rossii-prodlyatsya-s-31-po-8,"Mon, 26 Dec 2022 11:48:30 +0300",Общество
Мантуров анонсировал увеличение доли отечественных авто до 80% к 2030 году,https://www.vedomosti.ru/business/news/2022/12/26/957041-manturov-otechestvennih-avtomobilei,"Mon, 26 Dec 2022 11:47:58 +0300",Бизнес
В Москве зарегистрировали рекордные 98 000 браков за год,https://www.vedomosti.ru/society/news/2022/12/26/957038-v-moskve-zaregistrirovali-rekordnie-98-000-brakov,"Mon, 26 Dec 2022 11:37:02 +0300",Общество
Россия на 25% увеличила экспорт продовольствия в дружественные страны,https://www.vedomosti.ru/economics/news/2022/12/26/957031-rossiya-v-etom-godu-na-25-uvelichila-eksport-prodovolstviya,"Mon, 26 Dec 2022 11:18:29 +0300",Экономика
«Авито» назвал закрытые города с самой дорогой недвижимостью,https://www.vedomosti.ru/realty/news/2022/12/26/957033-avito-zakritie-goroda,"Mon, 26 Dec 2022 11:13:41 +0300",Недвижимость
Yonhap: беспилотники КНДР нарушили воздушное пространство Южной Кореи,https://www.vedomosti.ru/politics/news/2022/12/26/957029-yonhap-bespilotniki-kndr-narushili-vozdushnoe-prostranstvo-korei,"Mon, 26 Dec 2022 11:11:48 +0300",Политика
Стоимость поздравления от Деда Мороза и Снегурочки за год выросла на 20%,https://www.vedomosti.ru/society/news/2022/12/26/957023-stoimost-pozdravleniya-ot-deda-moroza,"Mon, 26 Dec 2022 10:47:15 +0300",Бизнес
Apple отказалась адаптировать телефоны под российские сети связи,https://www.vedomosti.ru/business/news/2022/12/26/957015-apple-otkazalas-adaptirovat-iphone,"Mon, 26 Dec 2022 10:43:29 +0300",Технологии
В 2022 году экспорт «Росатома» превысит $10 млрд,https://www.vedomosti.ru/business/news/2022/12/26/957014-eksport-rosatoma,"Mon, 26 Dec 2022 10:32:31 +0300",Бизнес
Глава МИД Казахстана пообещал не помогать России обходить западные санкции,https://www.vedomosti.ru/politics/news/2022/12/26/957011-glava-mid-kazahstana-poobeschal-ne-pomogat-rossii,"Mon, 26 Dec 2022 10:23:49 +0300",Политика
"Спецслужбы пресекли деятельность группы, отправлявшей боевиков в Сирию и на Украину",https://www.vedomosti.ru/politics/news/2022/12/26/957009-spetssluzhbi-presekli-deyatelnost-gruppi-otpravlyavshei-boevikov,"Mon, 26 Dec 2022 10:01:13 +0300",Политика
"Минэкономразвития выдало технологическим компаниям гранты на 4,7 млрд рублей",https://www.vedomosti.ru/business/news/2022/12/26/957007-minekonomrazvitiya-vidalo-tehnologicheskim-kompaniyam,"Mon, 26 Dec 2022 09:57:00 +0300",Бизнес
В Минстрое предложили учитывать доходы россиян при повышении тарифов на ЖКУ,https://www.vedomosti.ru/society/news/2022/12/26/957004-v-minstroe-predlozhili-uchitivat-dohodi-rossiyan,"Mon, 26 Dec 2022 09:37:29 +0300",Общество
Эрдоган заявил об отсутствии усилий Запада в разрешении конфликта на Украине,https://www.vedomosti.ru/politics/news/2022/12/26/957003-erdogan-otsutstvii-usilii-zapada,"Mon, 26 Dec 2022 09:33:03 +0300",Политика
Владелец сгоревшего приюта в Кемерове признал вину,https://www.vedomosti.ru/society/news/2022/12/26/957002-vladelets-sgorevshego-priyuta-v-kemerove-priznal-vinu,"Mon, 26 Dec 2022 09:28:27 +0300",Общество
Новак спрогнозировал снижение экспорта газа на четверть по итогам года,https://www.vedomosti.ru/economics/news/2022/12/26/957001-novak-sprognoziroval-snizhenie-eksporta-gaza,"Mon, 26 Dec 2022 08:51:43 +0300",Экономика
Три человека погибли на военном аэродроме в Саратовской области,https://www.vedomosti.ru/politics/news/2022/12/26/956999-tri-cheloveka-pogibli-na-voennom-aerodrome,"Mon, 26 Dec 2022 08:22:37 +0300",Политика
Медведев подвел итоги 2022 года,https://www.vedomosti.ru/politics/news/2022/12/26/956998-medvedev-podvel-itogi,"Mon, 26 Dec 2022 08:12:51 +0300",Политика
Сделку по продаже фабрики IKEA в Новгороде могут закрыть начале 2023 года,https://www.vedomosti.ru/business/news/2022/12/26/956997-o-planah-zakrit-sdelku-po-prodazhe-fabriki-ikea,"Mon, 26 Dec 2022 07:41:00 +0300",Бизнес
В Саратовской области сообщили о проверке информации о ЧП на военном объекте,https://www.vedomosti.ru/politics/news/2022/12/26/956996-v-saratovskoi-oblasti-o-chp,"Mon, 26 Dec 2022 07:25:13 +0300",Политика
КС разъяснил порядок заключения соглашения с единственным участником торгов,https://www.vedomosti.ru/politics/news/2022/12/26/956990-ks-razyasnil-poryadok-zaklyucheniya-soglasheniya,"Mon, 26 Dec 2022 00:13:44 +0300",Политика
Минобрнауки предложило увеличить именные стипендии для студентов и аспирантов,https://www.vedomosti.ru/society/news/2022/12/25/956995-minobrnauki-predlozhilo-uvelichit-stipendii,"Sun, 25 Dec 2022 22:35:00 +0300",Общество
Московский Дом музыки эвакуировали из-за сообщения о «минировании»,https://www.vedomosti.ru/society/news/2022/12/25/956992-dom-muziki-evakuirovali,"Sun, 25 Dec 2022 21:37:53 +0300",Общество
Трутнев и Кириенко предложили Путину открыть в регионах центры подготовки спецназа,https://www.vedomosti.ru/politics/news/2022/12/25/956987-predlozhili-otkrit-tsentri-spetsnaza,"Sun, 25 Dec 2022 20:23:39 +0300",Политика
Минтранс Турции: по «зерновому коридору» вывезено более 15 млн тонн агропродукции,https://www.vedomosti.ru/society/news/2022/12/25/956969-zernovomu-koridoru-vivezeno-agroproduktsii,"Sun, 25 Dec 2022 19:47:06 +0300",Общество
Рогозину дважды в день докладывают о других пострадавших при обстреле в Донецке,https://www.vedomosti.ru/politics/news/2022/12/25/956966-rogozinu-dokladivayut-postradavshih-obstrele,"Sun, 25 Dec 2022 18:31:04 +0300",Политика
"Арестович допустил, что США могут «кинуть» Украину после 2023 года",https://www.vedomosti.ru/politics/news/2022/12/25/956965-arestovich,"Sun, 25 Dec 2022 18:01:48 +0300",Политика
Папа Римский призвал вспомнить обо всех затяжных конфликтах в мире,https://www.vedomosti.ru/society/news/2022/12/25/956964-papa-rimskii-vspomnit-konfliktah,"Sun, 25 Dec 2022 17:55:23 +0300",Общество
Al Hadath: у берегов Турции на сухогрузе произошел взрыв,https://www.vedomosti.ru/society/news/2022/12/25/956959-suhogruze,"Sun, 25 Dec 2022 17:26:53 +0300",Общество
На Украине сообщили о загрязнении реки Днестр нефтепродуктами,https://www.vedomosti.ru/society/news/2022/12/25/956957-ukraine-soobschili,"Sun, 25 Dec 2022 16:58:54 +0300",Общество
Avas: экс-президент Мальдив Абдулла Ямин признан виновным во взяточничестве,https://www.vedomosti.ru/politics/news/2022/12/25/956956-eks-prezident-maldiv-vinovnim-vzyatochnichestve,"Sun, 25 Dec 2022 16:51:49 +0300",Политика
В Госдуме предложили считать игорный бизнес направлением туризма,https://www.vedomosti.ru/politics/news/2022/12/25/956955-gosdume,"Sun, 25 Dec 2022 16:38:27 +0300",Политика
FT: Tesla за неделю потеряла $85 млрд рыночной стоимости,https://www.vedomosti.ru/business/news/2022/12/25/956953-tesla,"Sun, 25 Dec 2022 16:14:05 +0300",Бизнес
В КНР сообщили о проведении военных учений у Тайваня,https://www.vedomosti.ru/politics/news/2022/12/25/956951-soobschili-provedenii,"Sun, 25 Dec 2022 15:30:20 +0300",Политика
Большинство опрошенных граждан Германии не поддержали поставки танков Киеву,https://www.vedomosti.ru/politics/news/2022/12/25/956949-germanii,"Sun, 25 Dec 2022 15:02:09 +0300",Политика
Умер бывший главнокомандующий Сухопутными войсками ВС России Алексей Маслов,https://www.vedomosti.ru/politics/news/2022/12/25/956947-umer-maslov,"Sun, 25 Dec 2022 14:30:51 +0300",Политика
Минобороны сообщило об ударе по пункту дислокации иностранного подразделения,https://www.vedomosti.ru/politics/news/2022/12/25/956945-minoboroni-punktu-inostrannogo,"Sun, 25 Dec 2022 14:25:36 +0300",Политика
Путин назвал целью России объединение русского народа,https://www.vedomosti.ru/politics/news/2022/12/25/956943-nazval-tselyu,"Sun, 25 Dec 2022 13:24:55 +0300",Политика
"Путин: 99,9% россиян готовы положить все в интересах Родины",https://www.vedomosti.ru/politics/news/2022/12/25/956942-putin,"Sun, 25 Dec 2022 13:06:10 +0300",Политика
Пригожин посетил главу «Русского дома» в ЦАР после покушения,https://www.vedomosti.ru/politics/news/2022/12/25/956940-prigozhin-posetil,"Sun, 25 Dec 2022 12:36:28 +0300",Политика
MPG: более 75% граждан Армении хорошо относятся к притоку россиян,https://www.vedomosti.ru/society/news/2022/12/25/956938-mpg,"Sun, 25 Dec 2022 12:05:14 +0300",Общество
Новак спрогнозировал новый виток энергокризиса через 5-10 лет,https://www.vedomosti.ru/economics/news/2022/12/25/956936-novak-sprognoziroval,"Sun, 25 Dec 2022 11:32:11 +0300",Экономика
В Запорожской области сообщили о создании эшелонированной линии обороны,https://www.vedomosti.ru/politics/news/2022/12/25/956935-zaporozhskoi,"Sun, 25 Dec 2022 11:07:22 +0300",Политика
Силуанов: Россия будет искать новые рынки сбыта нефти даже при росте издержек,https://www.vedomosti.ru/economics/news/2022/12/25/956933-siluanov,"Sun, 25 Dec 2022 10:42:07 +0300",Экономика
"МИД Китая назвал отношения КНР с Россией крепкими, как монолит",https://www.vedomosti.ru/politics/news/2022/12/25/956931-mid-kitaya,"Sun, 25 Dec 2022 09:56:41 +0300",Политика
Володин предложил повысить налоги для уехавших россиян,https://www.vedomosti.ru/politics/news/2022/12/25/956930-volodin,"Sun, 25 Dec 2022 09:26:45 +0300",Политика
Правительство России выделило 800 млн рублей на поставки пшеницы Кубе,https://www.vedomosti.ru/politics/news/2022/12/24/956927-rossii-800-mln-pshenitsi-kube,"Sat, 24 Dec 2022 22:29:42 +0300",Политика
Губернатор Белгородской области сообщил о ранении подростка,https://www.vedomosti.ru/society/news/2022/12/24/956924-belgorodskoi-podrostok-poluchil-ranenii-podrostka,"Sat, 24 Dec 2022 21:06:33 +0300",Общество
Скончался гендиректор «Адмиралтейских верфей» Александр Бузаков,https://www.vedomosti.ru/society/news/2022/12/24/956922-skonchalsya-gendirektor-admiralteiskih-verfei,"Sat, 24 Dec 2022 20:11:03 +0300",Общество
МЧС: причиной быстрого развития пожара в Кемерове мог стать поздний вызов спасателей,https://www.vedomosti.ru/society/news/2022/12/24/956920-prichinoi-pozhara-pozdnii-vizov,"Sat, 24 Dec 2022 19:29:06 +0300",Общество
В Москве и Подмосковье из-за гололедицы объявили «желтый» уровень опасности,https://www.vedomosti.ru/society/news/2022/12/24/956919-moskve-gololeditsi-obyavili-opasnosti,"Sat, 24 Dec 2022 18:42:39 +0300",Общество
Премьер Белоруссии спрогнозировал рекордный объем экспорта в Россию,https://www.vedomosti.ru/economics/news/2022/12/24/956917-eksporta,"Sat, 24 Dec 2022 18:03:19 +0300",Экономика
"В Венгрии заявили, что рост цен на энергоносители обошелся стране в 10 млрд евро",https://www.vedomosti.ru/economics/news/2022/12/24/956915-vengrii-zayavili,"Sat, 24 Dec 2022 17:35:07 +0300",Экономика
Мантуров: Россия избежала критического падения несырьевого неэнергетического экспорта,https://www.vedomosti.ru/economics/news/2022/12/24/956913-manturov,"Sat, 24 Dec 2022 17:03:23 +0300",Экономика
Рогозин получил осколочное ранение и контузию в результате обстрела,https://www.vedomosti.ru/politics/news/2022/12/24/956911-rogozin,"Sat, 24 Dec 2022 16:30:52 +0300",Политика
В Харькове переименуют академический драмтеатр имени Пушкина,https://www.vedomosti.ru/society/news/2022/12/24/956912-harkove-pereimenuyut-dramteatr,"Sat, 24 Dec 2022 16:30:33 +0300",Общество
Минобороны сообщило об уничтожении группы иностранных наемников в ДНР,https://www.vedomosti.ru/politics/news/2022/12/24/956909-minoboroni-soobschilo,"Sat, 24 Dec 2022 16:11:08 +0300",Политика
"Мишустин подписал распоряжение о предоставлении ПФР 1,5 трлн рублей на соцвыплаты",https://www.vedomosti.ru/society/news/2022/12/24/956908-mishustin-predostavlenii-pfr-sotsviplati,"Sat, 24 Dec 2022 15:47:48 +0300",Общество
"Орбан: Украина может воевать до тех пор, пока ее поддерживают США",https://www.vedomosti.ru/politics/news/2022/12/24/956906-orban-ukraina,"Sat, 24 Dec 2022 15:41:50 +0300",Политика
МИД КНР выразил несогласие с оборонным бюджетом США из-за положений о Тайване,https://www.vedomosti.ru/politics/news/2022/12/24/956904-mid-knr-nesoglasie-ssha,"Sat, 24 Dec 2022 15:05:31 +0300",Политика
Умер юморист Александр Пономаренко,https://www.vedomosti.ru/society/news/2022/12/24/956903-ponomarenko,"Sat, 24 Dec 2022 15:04:40 +0300",Общество
"Следствие предъявило обвинение владельцу приюта в Кемерове, где погибли 22 человека",https://www.vedomosti.ru/society/news/2022/12/24/956902-sledstvie-predyavilo,"Sat, 24 Dec 2022 14:46:44 +0300",Общество
«Укрэнерго» сообщила о прекращении выработки на одной электростанции,https://www.vedomosti.ru/politics/news/2022/12/24/956900-ukrenergo-soobschila,"Sat, 24 Dec 2022 14:10:09 +0300",Политика
Власти Курской области сообщили об обстреле ВСУ села Попово-Лежачи,https://www.vedomosti.ru/politics/news/2022/12/24/956898-vlasti-kurskoi,"Sat, 24 Dec 2022 13:38:24 +0300",Политика
МВД подготовило законопроект о наказании за вождение под воздействием лекарств,https://www.vedomosti.ru/society/news/2022/12/24/956897-mvd-podgotovilo,"Sat, 24 Dec 2022 13:08:31 +0300",Общество
Воронежские власти объяснили срабатывание сирен в регионе тренировкой,https://www.vedomosti.ru/society/news/2022/12/24/956894-srabativanie-siren,"Sat, 24 Dec 2022 12:32:47 +0300",Общество
В России продлили программу льготного кредитования импортной продукции,https://www.vedomosti.ru/economics/news/2022/12/24/956893-lgotnogo-kreditovaniya,"Sat, 24 Dec 2022 12:08:07 +0300",Экономика
В ЛНР анонсировали выплаты пособий по безработице,https://www.vedomosti.ru/politics/news/2022/12/24/956891-posobiya,"Sat, 24 Dec 2022 11:44:32 +0300",Политика
Nikkei: в Японии прекратят страховать суда в водах РФ от военного ущерба,https://www.vedomosti.ru/politics/news/2022/12/24/956890-yaponii,"Sat, 24 Dec 2022 11:13:57 +0300",Политика
В МИДе заявили о планах сохранить объем прокачки нефти через Украину,https://www.vedomosti.ru/economics/news/2022/12/24/956886-obem-prokachki,"Sat, 24 Dec 2022 10:24:54 +0300",Экономика
Минобороны назвало участников военно-биологических программ США на Украине,https://www.vedomosti.ru/politics/news/2022/12/24/956885-minoboroni,"Sat, 24 Dec 2022 10:08:02 +0300",Политика
При пожаре в доме престарелых в Кемерове погибли 20 человек,https://www.vedomosti.ru/society/news/2022/12/24/956884-pri-pozhare,"Sat, 24 Dec 2022 09:26:03 +0300",Общество
Голикова поручила проработать запрет продажи энергетических напитков детям,https://www.vedomosti.ru/society/news/2022/12/23/956877-golikova-poruchila-prorabotat,"Fri, 23 Dec 2022 22:47:47 +0300",Общество
Мишустин утвердил концепцию формирования и развития культуры информбезопасности,https://www.vedomosti.ru/society/news/2022/12/23/956874-mishustin-utverdil-kontseptsiyu,"Fri, 23 Dec 2022 22:21:34 +0300",Общество
Лавров: Россия не имеет отношения к решению Варданяна отправиться в Карабах,https://www.vedomosti.ru/politics/news/2022/12/23/956872-rossiya-ne-imeet-otnosheniya,"Fri, 23 Dec 2022 21:53:10 +0300",Политика
Минюст включил «Роскомсвободу» и Колесникова в реестр иностранных агентов,https://www.vedomosti.ru/society/news/2022/12/23/956870-minyust-vklyuchil-roskomsvobodu,"Fri, 23 Dec 2022 21:26:23 +0300",Общество
Axios: миллиардер Блумберг хочет купить Dow Jones или The Washington Post,https://www.vedomosti.ru/business/news/2022/12/23/956869-blumberg-hochet-dow,"Fri, 23 Dec 2022 21:20:08 +0300",Бизнес
Нанесенный украинскими обстрелами Брянской области ущерб превысил 100 млн рублей,https://www.vedomosti.ru/politics/news/2022/12/23/956868-nanesennii-ukrainskimi-obstrelami,"Fri, 23 Dec 2022 20:56:47 +0300",Политика
В Грузии подтвердили сообщения о принудительном закрытии счетов граждан России,https://www.vedomosti.ru/finance/news/2022/12/23/956867-v-gruzii-podtverdili,"Fri, 23 Dec 2022 20:38:48 +0300",Финансы
Байден подписал военный бюджет США в размере $858 млрд,https://www.vedomosti.ru/politics/news/2022/12/23/956865-baiden-podpisal,"Fri, 23 Dec 2022 20:16:26 +0300",Политика
Глава РФС заявил о поддержке большинством клубов РПЛ перехода в Азию,https://www.vedomosti.ru/society/news/2022/12/23/956857-rfs-zayavil-o-podderzhke,"Fri, 23 Dec 2022 19:52:36 +0300",Общество
Путин указал на важность контроля за качеством выпускаемых в России вооружений,https://www.vedomosti.ru/politics/news/2022/12/23/956862-putin-ukazal-na-vazhnost-kontrolya,"Fri, 23 Dec 2022 19:35:04 +0300",Политика
Путин обозначил ключевую задачу для предприятий ОПК,https://www.vedomosti.ru/politics/news/2022/12/23/956854-putin-oboznachil-klyuchevuyu,"Fri, 23 Dec 2022 19:11:04 +0300",Политика
МАГАТЭ предложило разместить постоянные миссии на всех украинских АЭС,https://www.vedomosti.ru/politics/news/2022/12/23/956853-magate-predlozhilo-razmestit,"Fri, 23 Dec 2022 19:04:18 +0300",Политика
Глава Запорожской области анонсировал строительство трассы Симферополь – Ростов,https://www.vedomosti.ru/society/news/2022/12/23/956850-glava-zaporozhskoi-anonsiroval,"Fri, 23 Dec 2022 18:51:29 +0300",Общество
Генпрокуратура утвердила обвинение распространяющим фейки про СВО иностранцам,https://www.vedomosti.ru/politics/news/2022/12/23/956847-genprokuratura-utverdila-obvinenie,"Fri, 23 Dec 2022 18:31:06 +0300",Политика
Финляндия потребовала от России обеспечить безопасность посольства в Москве,https://www.vedomosti.ru/politics/news/2022/12/23/956844-finlyandiya-obespechit-bezopasnost-posolstva,"Fri, 23 Dec 2022 18:10:31 +0300",Политика
Пушилин: необходимость проведения спецоперации была очевидна еще в конце 2021 года,https://www.vedomosti.ru/politics/news/2022/12/23/956837-pushilin-neobhodimost-spetsoperatsii,"Fri, 23 Dec 2022 17:46:09 +0300",Политика
Компания IFly отменила рейсы в Египет по 26 декабря,https://www.vedomosti.ru/business/news/2022/12/23/956835-ifly-otmenila-reisi,"Fri, 23 Dec 2022 17:30:33 +0300",Бизнес
Путин прибыл в Тулу для проведения совещания по обеспечению ВС РФ,https://www.vedomosti.ru/politics/news/2022/12/23/956836-putin-pribil-v-tulu,"Fri, 23 Dec 2022 17:30:07 +0300",Политика
Минобороны сообщило об уничтожении украинского Су-25 в ДНР,https://www.vedomosti.ru/politics/news/2022/12/23/956830-minoboroni-soobschilo,"Fri, 23 Dec 2022 17:14:40 +0300",Политика
Цена на газ в Европе опустилась ниже $900 за тысячу куб. м впервые с июня,https://www.vedomosti.ru/economics/news/2022/12/23/956829-tsena-na-gaz-opustilas,"Fri, 23 Dec 2022 17:03:24 +0300",Экономика
Вице-премьер Армении заявил о рекордном товарообороте с Россией,https://www.vedomosti.ru/economics/news/2022/12/23/956821-vitse-premer-armenii,"Fri, 23 Dec 2022 17:00:24 +0300",Экономика
Глава Евросовета поддержал приостановку членства России в Совбезе ООН,https://www.vedomosti.ru/politics/news/2022/12/23/956828-glava-evrosoveta-sovbeze-oon,"Fri, 23 Dec 2022 16:56:50 +0300",Политика
Минтранс назвал причину задержки реконструкции погранпунктов на границе с КНР,https://www.vedomosti.ru/economics/news/2022/12/23/956826-mintrans-nazval-prichinu-zaderzhki,"Fri, 23 Dec 2022 16:49:24 +0300",Экономика
МИД Азербайджана потребовал от Варданяна покинуть Нагорный Карабах,https://www.vedomosti.ru/politics/news/2022/12/23/956824-mid-azerbaidzhana-vardanyana,"Fri, 23 Dec 2022 16:40:54 +0300",Политика
В российских вузах появится курс по основам военной подготовки,https://www.vedomosti.ru/politics/news/2022/12/23/956818-v-vuzah-kurs-podgotovki,"Fri, 23 Dec 2022 16:31:16 +0300",Политика
Число погибших при стрельбе в Париже выросло до трех,https://www.vedomosti.ru/society/news/2022/12/23/956819-chislo-pogibshih-viroslo,"Fri, 23 Dec 2022 16:26:36 +0300",Общество
Роскомнадзор проверит информацию об утечке данных водителей «Ситимобила»,https://www.vedomosti.ru/technology/news/2022/12/23/956815-roskomnadzor-utechke-sitimobila,"Fri, 23 Dec 2022 16:14:14 +0300",Технологии
Лавров назвал необоснованными упреки в адрес российских миротворцев в Карабахе,https://www.vedomosti.ru/politics/news/2022/12/23/956809-lavrov-nazval-neobosnovannimi-upreki,"Fri, 23 Dec 2022 16:02:46 +0300",Политика
Правительство упростит назначение выплат Героям труда и Героям России,https://www.vedomosti.ru/society/news/2022/12/23/956808-pravitelstvo-uprostit-naznachenie-viplat-geroyam-truda,"Fri, 23 Dec 2022 15:52:43 +0300",Общество
РПЦ просит закрепить отсрочку от мобилизации для духовенства указом президента,https://www.vedomosti.ru/society/news/2022/12/23/956787-otsrochku-mobilizatsii-duhovenstva,"Fri, 23 Dec 2022 15:51:51 +0300",Общество
Сын Рогозина опроверг сообщения об ухудшении состояния здоровья отца,https://www.vedomosti.ru/society/news/2022/12/23/956807-sin-rogozina-uhudshenii-sostoyaniya,"Fri, 23 Dec 2022 15:47:43 +0300",Общество
В России начало расти число угонов автомобилей,https://www.vedomosti.ru/auto/news/2022/12/23/956801-v-rossii-nachalo-rasti-chislo-ugonov,"Fri, 23 Dec 2022 15:30:19 +0300",Транспорт
Два человека погибли при стрельбе в центре Парижа,https://www.vedomosti.ru/society/news/2022/12/23/956800-dva-cheloveka-pogibli-pri-strelbe-v-tsentre-parizha,"Fri, 23 Dec 2022 15:19:41 +0300",Общество
Правительство выделит фонду «Круг добра» грант в 70 млрд рублей,https://www.vedomosti.ru/society/news/2022/12/23/956796-pravitelstvo-videlit-fondu-krug-dobra-grant-v-70-mlrd,"Fri, 23 Dec 2022 15:04:54 +0300",Общество
