	title	link	published	category
311	Медведев прокомментировал решение ЕС ввести ценовой потолок на газ	https://www.vedomosti.ru/politics/news/2022/12/23/956727-medvedev-tsenovoi-potolok	Fri, 23 Dec 2022 10:40:21 +0300	Политика
312	Посол Кении ответил на слова Борреля в адрес поддерживающих Россию африканцев	https://www.vedomosti.ru/politics/news/2022/12/23/956724-posol-kenii-otvetil-na-slova-borrelya	Fri, 23 Dec 2022 10:33:38 +0300	Политика
313	Должность президента Татарстана переименуют в Раиса	https://www.vedomosti.ru/politics/news/2022/12/23/956725-dolzhnost-prezidenta-tatarstana-pereimenovana	Fri, 23 Dec 2022 10:31:00 +0300	Политика
314	ФОМ: уровень тревожности россиян вновь вырос до 57%	https://www.vedomosti.ru/society/news/2022/12/23/956722-fom-uroven-trevozhnosti-rossiyan-vnov-viros	Fri, 23 Dec 2022 10:21:10 +0300	Общество
315	Сенат США одобрил изъятие российских активов в пользу Украины	https://www.vedomosti.ru/politics/news/2022/12/23/956721-senat-ssha-izyatie-rossiiskih-aktivov	Fri, 23 Dec 2022 10:17:03 +0300	Политика
316	В Москве построят «Кобзон центр»	https://www.vedomosti.ru/society/news/2022/12/23/956719-v-basmannom-raione-moskvi-postroyat-kobzon-tsentr	Fri, 23 Dec 2022 10:16:04 +0300	Общество
317	Новак: без энергоресурсов России будет сложно обеспечить глобальное экономическое развитие	https://www.vedomosti.ru/economics/news/2022/12/23/956716-novak-bez-energoresursov-rossii-budet-slozhno-obespechit-globalnoe	Fri, 23 Dec 2022 09:51:22 +0300	Экономика
318	Жена Рогозина опровергла сообщения о своей контузии	https://www.vedomosti.ru/society/news/2022/12/23/956717-zhena-rogozina-oprovergla-soobscheniya-o-svoei-kontuzii	Fri, 23 Dec 2022 09:49:39 +0300	Общество
319	ФАС согласовала покупку «Джамилько» российского бизнеса Mothercare	https://www.vedomosti.ru/business/news/2022/12/23/956715-fas-dzhamilko	Fri, 23 Dec 2022 09:42:32 +0300	Бизнес
320	Минпросвещение: наработки нового учебника по истории представят в начале февраля	https://www.vedomosti.ru/society/news/2022/12/23/956714-minprosveschenie-narabotki-novogo-uchebnika	Fri, 23 Dec 2022 09:39:41 +0300	Общество
321	МВД зафиксировало рекордное число экстремистских преступлений с начала года	https://www.vedomosti.ru/society/news/2022/12/23/956712-mvd-zafiksirovalo-rekordnoe-chislo-ekstremistskih-prestuplenii	Fri, 23 Dec 2022 09:19:15 +0300	Общество
322	Росавиация продлила режим ограничения полетов до 2 января	https://www.vedomosti.ru/society/news/2022/12/23/956711-rosaviatsiya-prodlila-rezhim-ogranicheniya-poletov	Fri, 23 Dec 2022 09:10:02 +0300	Общество
323	Раненного в Донецке Рогозина перевезут в Москву	https://www.vedomosti.ru/society/news/2022/12/23/956709-ranenogo-v-donetske-rogozina-perevezut-v-moskvu	Fri, 23 Dec 2022 08:55:02 +0300	Общество
324	Посол Индии заявил о планах Моди и Путина встретиться в 2023 году	https://www.vedomosti.ru/politics/news/2022/12/23/956707-o-planah-modi-i-putina-vstretitsya	Fri, 23 Dec 2022 08:37:10 +0300	Политика
325	Новак: Россия запретит поставки нефти в поддержавшие потолок цен страны	https://www.vedomosti.ru/politics/news/2022/12/23/956705-novak-rossiya-zapretit-postavki-nefti	Fri, 23 Dec 2022 08:17:27 +0300	Политика
326	Основателя криптобиржи FTX Бэнкмана-Фрида отпустили под залог в $250 млн	https://www.vedomosti.ru/finance/news/2022/12/23/956704-osnovatelya-kriptobirzhi-ftx-benkmana-frida-otpustili	Fri, 23 Dec 2022 07:56:35 +0300	Финансы
327	МИД: обсуждения гарантий безопасности невозможны, пока на Украине есть инструкторы НАТО	https://www.vedomosti.ru/politics/news/2022/12/23/956703-obsuzhdeniya-garantii-bezopasnosti-nevozmozhni-poka-na-ukraine-est	Fri, 23 Dec 2022 07:31:18 +0300	Политика
328	Путин запретил «Газпрому» покупать газ у СП с Wintershall и OMV выше установленной цены	https://www.vedomosti.ru/business/news/2022/12/22/956684-putin-gazpromu-wintershall-omv	Thu, 22 Dec 2022 22:29:31 +0300	Бизнес
329	Пасечник допустил, что с 1 января Народная милиция ЛНР станет частью ВС РФ	https://www.vedomosti.ru/politics/news/2022/12/22/956674-pasechnik-narodnaya-militsiya-lnr	Thu, 22 Dec 2022 22:00:30 +0300	Политика
330	Минпросвещения включило в школьную программу изучение СВО	https://www.vedomosti.ru/society/news/2022/12/22/956670-minprosvescheniya-vklyuchilo-shkolnuyu-programmu-izuchenie-svo	Thu, 22 Dec 2022 21:38:56 +0300	Общество
331	Хинштейн выступил против введения уголовной ответственности за пропаганду ЛГБТ	https://www.vedomosti.ru/society/news/2022/12/22/956660-hinshtein-vistupil-protiv	Thu, 22 Dec 2022 21:21:18 +0300	Общество
332	В Белом доме назвали условие для переговоров Байдена с Путиным	https://www.vedomosti.ru/politics/news/2022/12/22/956658-belom-dome-peregovorov-baidena-putinim	Thu, 22 Dec 2022 21:08:02 +0300	Политика
333	Рогозин сообщил о гибели своего помощника при обстреле гостиницы в Донецке	https://www.vedomosti.ru/society/news/2022/12/22/956636-rogozin-soobschil	Thu, 22 Dec 2022 20:58:03 +0300	Общество
334	Путин назвал заинтересованных в подрыве газопроводов «Северный поток»	https://www.vedomosti.ru/politics/news/2022/12/22/956652-putin-nazval-zainteresovannih	Thu, 22 Dec 2022 20:30:40 +0300	Политика
335	Путин намерен подписать указ об ответе на потолок цен на нефть 26 или 27 декабря	https://www.vedomosti.ru/politics/news/2022/12/22/956650-putin-nameren-podpisat	Thu, 22 Dec 2022 19:58:08 +0300	Политика
336	Путин анонсировал свое послание Федеральному собранию в начале 2023 года	https://www.vedomosti.ru/politics/news/2022/12/22/956646-putin-anonsiroval-poslanie	Thu, 22 Dec 2022 19:34:23 +0300	Политика
337	Путин: на американские ЗРК Patriot найдется противоядие	https://www.vedomosti.ru/politics/news/2022/12/22/956649-putin-zrk-patriot	Thu, 22 Dec 2022 19:29:05 +0300	Политика
338	Путин заявил, что Россия прошла 2022 год достаточно уверенно	https://www.vedomosti.ru/politics/news/2022/12/22/956644-putin-rossiya-2022-god	Thu, 22 Dec 2022 19:15:13 +0300	Политика
339	Путин назвал спецоперацию вынужденной и необходимой мерой	https://www.vedomosti.ru/politics/news/2022/12/22/956640-putin-nazval-spetsoperatsiyu-neobhodimoi	Thu, 22 Dec 2022 19:08:22 +0300	Политика
340	Tez Tour сообщил о возвращении 6000 российских туристов из Египта	https://www.vedomosti.ru/society/news/2022/12/22/956637-tour-soobschil-vozvraschenii	Thu, 22 Dec 2022 19:04:18 +0300	Общество
341	США расширили санкции против России	https://www.vedomosti.ru/politics/news/2022/12/22/956638-ssha-sanktsii	Thu, 22 Dec 2022 18:52:32 +0300	Политика
342	Герасимов заявил об ожесточенных боях с начала спецоперации	https://www.vedomosti.ru/politics/news/2022/12/22/956635-gerasimov-ozhestochennih-boyah-nachala-spetsoperatsii	Thu, 22 Dec 2022 18:35:16 +0300	Политика
343	Голикова предложила снизить страховой взнос при найме подростков	https://www.vedomosti.ru/economics/news/2022/12/22/956633-golikova-predlozhila	Thu, 22 Dec 2022 18:27:05 +0300	Экономика
344	Путин пообещал подарить ребенку из Запорожской области поездку в Крым	https://www.vedomosti.ru/society/news/2022/12/22/956632-putin-poobeschal-podarit	Thu, 22 Dec 2022 18:06:52 +0300	Общество
345	Курс доллара опустился ниже 70 рублей	https://www.vedomosti.ru/finance/news/2022/12/22/956630-kurs-dollara-opustilsya	Thu, 22 Dec 2022 17:57:36 +0300	Финансы
346	Глава поселка Любимовка на левом берегу Днепра погиб при подрыве автомобиля	https://www.vedomosti.ru/politics/news/2022/12/22/956624-glava-poselka-pogib	Thu, 22 Dec 2022 17:50:06 +0300	Политика
347	Путин предложил ввести академический курс по основам государственности	https://www.vedomosti.ru/politics/news/2022/12/22/956623-putin-predlozhil-vvesti-kurs	Thu, 22 Dec 2022 17:34:10 +0300	Политика
348	Кадыров сообщил, что Путин наградил его орденом Александра Невского	https://www.vedomosti.ru/politics/news/2022/12/22/956621-kadirov-ordenom-aleksandra-nevskogo	Thu, 22 Dec 2022 17:20:27 +0300	Политика
349	Герасимов назвал ракеты «Кинжал» неуязвимыми для украинских систем ПВО	https://www.vedomosti.ru/politics/news/2022/12/22/956616-gerasimov-nazval-kinzhal-neuyazvimimi	Thu, 22 Dec 2022 17:08:25 +0300	Политика
350	Герасимов заявил об обеспечении безопасности Запорожской АЭС российскими военными	https://www.vedomosti.ru/politics/news/2022/12/22/956613-gerasimov-zayavil-ob-obespechenii	Thu, 22 Dec 2022 17:04:20 +0300	Политика
351	Герасимов: финансовая помощь Запада Украине достигла $100 млрд	https://www.vedomosti.ru/politics/news/2022/12/22/956607-pomosch-zapada-ukraine	Thu, 22 Dec 2022 16:57:08 +0300	Политика
352	Верховный суд РФ отказал «Новой газете» в восстановлении сайта	https://www.vedomosti.ru/media/news/2022/12/22/956611-verhovnii-novoi-gazete	Thu, 22 Dec 2022 16:52:05 +0300	Медиа
353	Правительство сможет выдавать разрешения на сделки с подсанкционными лицами	https://www.vedomosti.ru/politics/news/2022/12/22/956609-pravitelstvo-smozhet-vidavat	Thu, 22 Dec 2022 16:37:02 +0300	Политика
354	Международные резервы России за неделю увеличились на $5,2 млрд	https://www.vedomosti.ru/finance/news/2022/12/22/956606-rezervi-uvelichilis	Thu, 22 Dec 2022 16:34:01 +0300	Финансы
355	В Белоруссии впервые запустили производство ноутбуков	https://www.vedomosti.ru/technology/news/2022/12/22/956603-v-belorussii-zapustili	Thu, 22 Dec 2022 16:18:04 +0300	Технологии
356	Генпрокуратура признала нежелательным «Русский антивоенный комитет в Швеции»	https://www.vedomosti.ru/society/news/2022/12/22/956601-genprokuratura-priznala-nezhelatelnim-russkii-antivoennii-komitet	Thu, 22 Dec 2022 15:45:07 +0300	Общество
357	Путин заявил, что верит в Деда Мороза	https://www.vedomosti.ru/society/news/2022/12/22/956598-putin-skazal-chto-verit-v-deda-moroza	Thu, 22 Dec 2022 15:36:05 +0300	Общество
358	Рогозина доставили в госпиталь в Ростове-на-Дону	https://www.vedomosti.ru/politics/news/2022/12/22/956599-rogozina-gospital-rostove-na-donu	Thu, 22 Dec 2022 15:34:19 +0300	Политика
359	Henkel начал процесс продажи российского бизнеса	https://www.vedomosti.ru/business/news/2022/12/22/956595-henkel-nachala-protsess-prodazhi-rossiiskogo-biznesa	Thu, 22 Dec 2022 15:23:42 +0300	Бизнес
360	На Сиверской ГЭС в Ленинградской области произошло подтопление	https://www.vedomosti.ru/society/news/2022/12/22/956594-siverskoi-ges	Thu, 22 Dec 2022 15:14:27 +0300	Общество
361	В МИДе сообщили об отказе Армении от встречи по мирному договору	https://www.vedomosti.ru/politics/news/2022/12/22/956586-v-mide-soobschili-ob-otkaze-armenii-ot-vstrechi	Thu, 22 Dec 2022 15:11:02 +0300	Политика
362	Хинштейн заявил, что закон о запрете ЛГБТ-пропаганды затронет и видеоигры	https://www.vedomosti.ru/society/news/2022/12/22/956590-zakon-o-zaprete-lgbt-propagandi-kasaetsya-i-videoigr	Thu, 22 Dec 2022 15:05:08 +0300	Общество
363	Минобороны сообщило о посещении Шойгу зоны спецоперации	https://www.vedomosti.ru/politics/news/2022/12/22/956589-shoigu-spetsoperatsii	Thu, 22 Dec 2022 15:01:23 +0300	Политика
364	МИД предупредил Грецию о последствиях в случае передачи российских С-300 Украине	https://www.vedomosti.ru/politics/news/2022/12/22/956584-mid-predupredil-gretsiyu	Thu, 22 Dec 2022 14:46:20 +0300	Политика
365	Макрон: возможное вступление Украины в НАТО приведет к конфронтации с Россией	https://www.vedomosti.ru/politics/news/2022/12/22/956582-makron-ukraini-nato	Thu, 22 Dec 2022 14:37:34 +0300	Политика
366	Путин удовлетворил заявление Варданяна о выходе из российского гражданства	https://www.vedomosti.ru/politics/news/2022/12/22/956578-putin-udovletvoril-zayavlenie-vardanyana	Thu, 22 Dec 2022 14:26:15 +0300	Политика
367	«Почта России» сообщила о запуске «единого окна» цифровых услуг для физлиц	https://www.vedomosti.ru/business/news/2022/12/22/956575-pochta-rossii-soobschila-o-zapuske	Thu, 22 Dec 2022 14:23:36 +0300	Бизнес
368	Власти Германии сообщили о завершении национализации Uniper	https://www.vedomosti.ru/business/news/2022/12/22/956552-vlasti-germanii-zavershenii	Thu, 22 Dec 2022 14:18:50 +0300	Бизнес
369	Повышение призывного возраста не отменит отсрочку для студентов	https://www.vedomosti.ru/society/news/2022/12/22/956572-povishenie-ne-otmenit	Thu, 22 Dec 2022 14:09:54 +0300	Общество
370	Минобороны сообщило об уничтожении диверсантов в ДНР и Запорожской области	https://www.vedomosti.ru/politics/news/2022/12/22/956574-minoboroni-unichtozhenii-diversionnih-grupp	Thu, 22 Dec 2022 13:55:07 +0300	Политика
371	Россияне назвали «Первый канал» главным телеканалом 2022 года	https://www.vedomosti.ru/media/news/2022/12/22/956570-rossiyane-nazvali-pervii-kanal-glavnim	Thu, 22 Dec 2022 13:52:16 +0300	Медиа
372	Песков рассказал о содержании послания Путина к Си Цзиньпину	https://www.vedomosti.ru/politics/news/2022/12/22/956563-peskov-rasskazal-o-soderzhanii-poslaniya-putina	Thu, 22 Dec 2022 13:46:54 +0300	Политика
373	В Кремле прокомментировали решение США о поставках ЗРК Patriot Киеву	https://www.vedomosti.ru/politics/news/2022/12/22/956564-v-kremle-prokommentirovali-reshenie-ssha-o-postavkah-zrk	Thu, 22 Dec 2022 13:43:05 +0300	Политика
374	Кремль: миротворцы делают все возможное для обеспечения порядка в Карабахе	https://www.vedomosti.ru/politics/news/2022/12/22/956560-mirotvortsi-rf-delayut-vse-vozmozhnoe	Thu, 22 Dec 2022 13:21:21 +0300	Политика
375	В Кремле выразили сожаление о переговорах Байдена и Зеленского	https://www.vedomosti.ru/politics/news/2022/12/22/956561-sozhalenie-o-peregovorah-baidena-i-zelenskogo	Thu, 22 Dec 2022 13:16:42 +0300	Политика
376	ВЦИОМ: для большинства россиян событием года стала спецоперация	https://www.vedomosti.ru/society/news/2022/12/22/956554-dlya-bolshinstva-sobitiem-goda-stala-spetsoperatsiya	Thu, 22 Dec 2022 12:56:53 +0300	Общество
377	В Кремле прокомментировали ранение Рогозина в Донецке	https://www.vedomosti.ru/politics/news/2022/12/22/956553-v-kremle-prokommentirovali-ranenie-rogozina	Thu, 22 Dec 2022 12:55:00 +0300	Политика
378	Мэр Горловки сообщил о контузии при обстреле гостиницы в Донецке	https://www.vedomosti.ru/society/news/2022/12/22/956537-mer-gorlovki-soobschil-o-kontuzii	Thu, 22 Dec 2022 12:51:59 +0300	Общество
379	Лукашенко допустил развертывание агрессии против Белоруссии	https://www.vedomosti.ru/politics/news/2022/12/22/956542-lukashenko-dopustil-razvertivanie-agressii-protiv-belorussii	Thu, 22 Dec 2022 12:30:21 +0300	Политика
380	На авианосце «Адмирал Кузнецов» произошло возгорание	https://www.vedomosti.ru/society/news/2022/12/22/956540-na-kreisere-admiral-kuznetsov-pozhar	Thu, 22 Dec 2022 12:21:00 +0300	Общество
381	Число случаев сексуального насилия в отношении детей выросло на 44% с 2010 года	https://www.vedomosti.ru/society/news/2022/12/22/956536-chislo-sluchaev-seksualnogo-nasiliya-v-otnoshenii-detei-viroslo	Thu, 22 Dec 2022 12:17:38 +0300	Общество
382	В госсовете Татарстана рекомендовали отозвать проект закона о «главе» республики	https://www.vedomosti.ru/politics/news/2022/12/22/956535-v-gossovete-tatarstana-rekomendovali-otozvat-proekt-o-glave-respubliki	Thu, 22 Dec 2022 12:00:53 +0300	Политика
383	Володин: Госдума приняла рекордное число законов	https://www.vedomosti.ru/politics/news/2022/12/22/956530-volodin-obyavil-o-novom-rekorde	Thu, 22 Dec 2022 11:53:29 +0300	Политика
384	Цены на газ в Европе опустилась ниже $1000 впервые с октября	https://www.vedomosti.ru/economics/news/2022/12/22/956532-tseni-na-gaz-v-evrope	Thu, 22 Dec 2022 11:52:11 +0300	Экономика
385	Жителя Крыма приговорили к 12 годам лишения свободы по делу о госизмене	https://www.vedomosti.ru/society/news/2022/12/22/956519-zhitelya-krima-prigovorili-k-12-godam	Thu, 22 Dec 2022 11:28:54 +0300	Общество
386	В Крыму продлили «желтый» уровень террористической опасности	https://www.vedomosti.ru/politics/news/2022/12/22/956518-v-krimu-prodlili-zheltii-uroven-terroristicheskoi-opasnosti	Thu, 22 Dec 2022 11:27:28 +0300	Политика
387	В Госдуме поддержали увеличение призывного возраста с 18 до 21 года	https://www.vedomosti.ru/society/news/2022/12/22/956521-v-gosdume-podderzhali-uvelichenie-prizivnogo-vozrasta	Thu, 22 Dec 2022 11:25:29 +0300	Общество
388	Захарова прокомментировала шаги Японии по наращиванию военной мощи	https://www.vedomosti.ru/politics/news/2022/12/22/956517-zaharova-prokommentirovala-shagi-yaponii-po-naraschivaniyu	Thu, 22 Dec 2022 11:13:08 +0300	Политика
389	В России создадут рабочую группу по определению частот для беспилотников	https://www.vedomosti.ru/technology/news/2022/12/22/956516-sozdadut-gruppu-po-opredeleniyu-chastot-dlya-bespilotnikov	Thu, 22 Dec 2022 11:07:14 +0300	Технологии
390	Основателя криптобиржи FTX Бэнкмана-Фрида передали США	https://www.vedomosti.ru/finance/news/2022/12/22/956515-osnovatelya-kriptobirzhi-ftx-benkmana-frida-peredali-ssha	Thu, 22 Dec 2022 10:59:20 +0300	Финансы
391	Пашинян обвинил российских миротворцев в Карабахе в невыполнении своих функций	https://www.vedomosti.ru/politics/news/2022/12/22/956507-pashinyan-obvinil-rossiiskih-mirotvortsev	Thu, 22 Dec 2022 10:44:56 +0300	Политика
392	Пашинян сообщил о нехватке продовольствия в Карабахе из-за блокировки Лачинского коридора	https://www.vedomosti.ru/politics/news/2022/12/22/956505-pashinyan-o-nehvatke-prodovolstviya	Thu, 22 Dec 2022 10:38:46 +0300	Политика
393	Ликсутов: новые «Москвичи» заинтересуют чиновников и каршеринг	https://www.vedomosti.ru/auto/news/2022/12/22/956498-liksutov-novie-moskvichi-zainteresuyut-chinovnikov	Thu, 22 Dec 2022 10:17:31 +0300	Авто
394	Путин внес в Совфед на согласование кандидатуры прокуроров новых территорий	https://www.vedomosti.ru/politics/news/2022/12/22/956499-putin-vnes-v-sovfed-na-soglasovanie-kandidaturi-prokurorov	Thu, 22 Dec 2022 10:12:38 +0300	Политика
395	Совет Федерации может разработать законопроект об ограничении сроков нахождения в СИЗО	https://www.vedomosti.ru/society/news/2022/12/22/956497-sovet-federatsii-mozhet-razrabotat-zakonoproekt	Thu, 22 Dec 2022 09:56:55 +0300	Общество
396	Тимур Бекмамбетов продал киностудию Bazelevs в России	https://www.vedomosti.ru/media/news/2022/12/22/956496-timur-bekmambetov-prodal-kinostudiyu-v-rossii	Thu, 22 Dec 2022 09:49:58 +0300	Медиа
397	Рогозин рассказал о своем ранении при обстреле гостиницы в Донецке	https://www.vedomosti.ru/politics/news/2022/12/22/956492-rogozin-rasskazal-o-svoem-ranenii	Thu, 22 Dec 2022 09:48:17 +0300	Политика
398	В аэропортах Москвы задержаны или отменены более 30 авиарейсов	https://www.vedomosti.ru/society/news/2022/12/22/956494-v-aeroportah-moskvi-zaderzhani-ili-otmeneni	Thu, 22 Dec 2022 09:45:36 +0300	Общество
399	«Известия»: в России предложили запретить иностранных агрегаторов грузоперевозок	https://www.vedomosti.ru/business/news/2022/12/22/956491-izvestiya-v-rossii-predlozhili-zapretit-inostrannih-agregatorov	Thu, 22 Dec 2022 09:26:40 +0300	Бизнес
400	МИД Палестины призвал международное сообщество ввести против Израиля санкции	https://tass.ru/mezhdunarodnaya-panorama/16685323	Sun, 25 Dec 2022 20:19:10 +0300	Международная панорама
401	Parisien: французы стали продавать рождественские подарки активнее, чем раньше	https://tass.ru/obschestvo/16685301	Sun, 25 Dec 2022 20:14:48 +0300	Общество
402	В Минске сообщили, что обстановка на гомельском участке границы остается контролируемой	https://tass.ru/mezhdunarodnaya-panorama/16685307	Sun, 25 Dec 2022 20:09:01 +0300	Международная панорама
403	СМИ: в Пакистане при взрыве погибли не менее пяти военнослужащих	https://tass.ru/mezhdunarodnaya-panorama/16685285	Sun, 25 Dec 2022 20:05:49 +0300	Международная панорама
404	В центре Москвы из-за угрозы взрыва эвакуировали посетителей Дома музыки	https://tass.ru/proisshestviya/16685303	Sun, 25 Dec 2022 20:05:40 +0300	Москва
405	В Белоруссии сообщили о росте выявляемости коррупционных преступлений	https://tass.ru/obschestvo/16685293	Sun, 25 Dec 2022 20:03:42 +0300	Общество
406	В Севмормузее показали фильм о первой русской полярной экспедиции	https://tass.ru/kultura/16685269	Sun, 25 Dec 2022 19:59:47 +0300	Культура
407	Fox: еще одну группу нелегальных мигрантов высадили у резиденции вице-президента США	https://tass.ru/obschestvo/16685279	Sun, 25 Dec 2022 19:59:21 +0300	Общество
408	СМИ: в Канаде автобус попал в аварию	https://tass.ru/proisshestviya/16685273	Sun, 25 Dec 2022 19:56:30 +0300	Происшествия
409	СМИ: газ для потребителей в Германии с нового года подорожает на 112%	https://tass.ru/ekonomika/16685261	Sun, 25 Dec 2022 19:54:29 +0300	Экономика и бизнес
410	СМИ: на юге Турции гражданин РФ погиб после падения со скалы	https://tass.ru/proisshestviya/16685251	Sun, 25 Dec 2022 19:51:25 +0300	Происшествия
411	СМИ: на юго-западе Пакистана не менее 15 человек пострадали в результате серии взрывов	https://tass.ru/mezhdunarodnaya-panorama/16685241	Sun, 25 Dec 2022 19:48:25 +0300	Международная панорама
412	Акварель Карла Брюллова с подписью художника продали на торгах за 7 млн рублей	https://tass.ru/kultura/16685221	Sun, 25 Dec 2022 19:47:29 +0300	Культура
413	Генпрокуратура Белоруссии в 2023 обследует 35 предполагаемых мест совершения геноцида	https://tass.ru/obschestvo/16685225	Sun, 25 Dec 2022 19:44:37 +0300	Общество
414	Шмыгаль: партнеры Украины выделят почти $1,5 млрд на поддержку ее энергосистемы	https://tass.ru/ekonomika/16685207	Sun, 25 Dec 2022 19:37:45 +0300	Экономика и бизнес
415	Эксперт: РФ и США в 2023 году могут оказаться на грани прямого военного столкновения	https://tass.ru/politika/16685203	Sun, 25 Dec 2022 19:35:46 +0300	Политика
416	"Захарова: легкость ""культуры отмены"" в США создала почву для роста антисемитизма"	https://tass.ru/politika/16685179	Sun, 25 Dec 2022 19:31:25 +0300	Политика
417	"Матвей Мичков забросил дебютную шайбу за ""Сочи"" в КХЛ"	https://tass.ru/sport/16685177	Sun, 25 Dec 2022 19:28:58 +0300	Спорт
418	В Белоруссии сообщили, что РФ за год выдала Минску 16 человек, виновных в экстремизме	https://tass.ru/mezhdunarodnaya-panorama/16685169	Sun, 25 Dec 2022 19:28:21 +0300	Международная панорама
419	В Воронеже более 100 домов остались без отопления	https://tass.ru/proisshestviya/16685151	Sun, 25 Dec 2022 19:28:04 +0300	Происшествия
420	В Ростове-на-Дону в результате ДТП разрушен памятник Василию Маргелову	https://tass.ru/proisshestviya/16685159	Sun, 25 Dec 2022 19:26:15 +0300	Происшествия
421	"Число жертв крушения корвета ""Сукхотай"" увеличилось до 18"	https://tass.ru/proisshestviya/16685153	Sun, 25 Dec 2022 19:25:42 +0300	Происшествия
422	В КЧР около 3 тыс. школьников стали участниками проекта по профориентации	https://tass.ru/obschestvo/16685139	Sun, 25 Dec 2022 19:19:21 +0300	Общество
423	"Посольство США запретило сотрудникам посещать отель в Исламабаде из-за ""возможной атаки"""	https://tass.ru/mezhdunarodnaya-panorama/16685127	Sun, 25 Dec 2022 19:17:00 +0300	Международная панорама
424	СМИ: на севере Ирана два человека погибли при взрыве на руднике	https://tass.ru/proisshestviya/16685115	Sun, 25 Dec 2022 19:08:18 +0300	Происшествия
425	"МРК ""Буря"" выполнил стрельбу комплексом ""Панцирь-М"" на госиспытаниях на Балтике"	https://tass.ru/armiya-i-opk/16685091	Sun, 25 Dec 2022 19:07:37 +0300	Армия и ОПК
426	СМИ: в Иране задержали семь человек по подозрению в связях с британской разведкой	https://tass.ru/mezhdunarodnaya-panorama/16685099	Sun, 25 Dec 2022 19:06:17 +0300	Международная панорама
427	Калужский архив готовит виртуальную выставку в честь 200-летия Александра Островского	https://tass.ru/kultura/16685095	Sun, 25 Dec 2022 19:03:00 +0300	Культура
428	Алексею Бородину и Денису Суханову вручили памятные знаки Камерного театра	https://tass.ru/kultura/16685075	Sun, 25 Dec 2022 18:51:51 +0300	Москва
429	Баскетболистки УГМК в десятый раз выиграли Кубок России	https://tass.ru/sport/16685083	Sun, 25 Dec 2022 18:49:35 +0300	Спорт
430	В Мурманске усилили работу дорожных служб после снегопада	https://tass.ru/obschestvo/16685073	Sun, 25 Dec 2022 18:46:35 +0300	Общество
431	По всей России могут появиться центры подготовки бойцов спецназа по аналогии с чеченским	https://tass.ru/obschestvo/16685067	Sun, 25 Dec 2022 18:41:22 +0300	Общество
432	На Украине дважды за год планируют поднять тарифы на воду	https://tass.ru/ekonomika/16685061	Sun, 25 Dec 2022 18:28:09 +0300	Экономика и бизнес
433	Карл III в первом рождественском обращении к нации затронул тему экономического кризиса	https://tass.ru/mezhdunarodnaya-panorama/16685055	Sun, 25 Dec 2022 18:21:11 +0300	Международная панорама
434	Приштина запретила сербскому патриарху приехать в Косово и Метохию на Рождество	https://tass.ru/mezhdunarodnaya-panorama/16685039	Sun, 25 Dec 2022 18:17:45 +0300	Международная панорама
435	Новак считает, что Европе будет сложно заместить нефтепродукты РФ после ввода эмбарго	https://tass.ru/ekonomika/16685033	Sun, 25 Dec 2022 18:16:34 +0300	Экономика и бизнес
436	Эксперт допустил, что ВСУ учили работать с Patriot до объявления решения о поставках	https://tass.ru/mezhdunarodnaya-panorama/16685005	Sun, 25 Dec 2022 18:10:06 +0300	Международная панорама
437	Дни Петербурга в Минске планируют провести в апреле 2023 года	https://tass.ru/obschestvo/16684995	Sun, 25 Dec 2022 17:53:54 +0300	Общество
438	В Карачаево-Черкесии два победителя конкурса чтецов Корана получили путевки в хадж	https://tass.ru/obschestvo/16684969	Sun, 25 Dec 2022 17:50:12 +0300	Общество
439	СМИ сообщили о взрыве в Кабуле	https://tass.ru/proisshestviya/16684991	Sun, 25 Dec 2022 17:48:43 +0300	Происшествия
440	Два российских оператора мобильной связи начали работать в роуминге на территории ЛНР	https://tass.ru/obschestvo/16684965	Sun, 25 Dec 2022 17:45:52 +0300	Общество
441	Агент заявил, что бывший футболист ЦСКА Языджи не поменяет клуб до лета 2023 года	https://tass.ru/sport/16684959	Sun, 25 Dec 2022 17:42:54 +0300	Спорт
442	"Кириенко назвал гарантией победы РФ в СВО тот факт, что ""Родину защищают люди разной веры"""	https://tass.ru/obschestvo/16684941	Sun, 25 Dec 2022 17:40:58 +0300	Общество
443	В Карачаево-Черкесии в 2022 году на 26% перевыполнили план по вводу жилья	https://tass.ru/nedvizhimost/16684931	Sun, 25 Dec 2022 17:36:58 +0300	Общество
444	Во всех регионах Украины отменили воздушную тревогу	https://tass.ru/mezhdunarodnaya-panorama/16684953	Sun, 25 Dec 2022 17:36:54 +0300	Международная панорама
445	В Ростовскую область вывезли почти всех пострадавших с Рогозиным при обстреле в Донецке	https://tass.ru/obschestvo/16684935	Sun, 25 Dec 2022 17:34:00 +0300	Общество
446	В Калужской области новогодние елки посетили около 1 тыс. детей из семей участников СВО	https://tass.ru/obschestvo/16684921	Sun, 25 Dec 2022 17:27:29 +0300	Общество
447	В ФШР оценили шансы россиян успешно выступить на чемпионате мира по рапиду и блицу	https://tass.ru/sport/16684925	Sun, 25 Dec 2022 17:25:52 +0300	Спорт
448	В многоквартирном жилом доме в Иркутске произошел пожар	https://tass.ru/proisshestviya/16684915	Sun, 25 Dec 2022 17:24:08 +0300	Происшествия
449	Тренер олимпийской чемпионки Ступак не исключил, что лыжница пропустит весь сезон	https://tass.ru/sport/16684907	Sun, 25 Dec 2022 17:16:59 +0300	Спорт
